Experiment,Scenario,Stage1,stage2_name,pipeline,EF1,Prec,Rec,AUROC,TR,DER,TTD_sec,Cavg_MACs_per_s,EUI,Stage1_calls,Stage2_calls,Stage3_calls,Top1_Acc
Stage2+Stage3_soundscapes,kitchen_like,,mn04_binary,S2+S3,0.6451612903220811,0.9090909090908265,0.499999999999975,0.605,,0.019166666666666665,1.0097499999999968,133086064.58666667,4.8476998123417135e-09,0.0,1200.0,23.0,
Stage2+Stage3_soundscapes,kitchen_like,,bcresnet_tau3,S2+S3,0.34999999999948256,0.34999999999998255,0.34999999999998255,0.5413135593220338,,0.32,1.5097499999999968,73187767.36,4.782219934075641e-09,0.0,1200.0,384.0,
Stage2+Stage3_soundscapes,outdoor_park,,bcresnet_tau8,S2+S3,0.5225225225221105,0.9354838709677118,0.3624999999999955,0.6701339285714286,,0.20333333333333334,34.44009374999999,59645795.093333334,8.76042513482251e-09,0.0,1200.0,244.0,
Stage2+Stage3_soundscapes,outdoor_park,,bcresnet_tau3,S2+S3,0.3232323232320065,0.8421052631578505,0.1999999999999975,0.4669196428571429,,0.3825,34.44009374999999,80442395.36,4.018183717496979e-09,0.0,1200.0,459.0,
Stage2+Stage3_soundscapes,outdoor_park,,bcresnet_tau1,S2+S3,0.199999999999798,0.89999999999991,0.1124999999999986,0.4480022321428571,,0.17416666666666666,34.44009374999999,56260302.02666666,3.554904484959938e-09,0.0,1200.0,209.0,
Stage2+Stage3_soundscapes,outdoor_park,,mn04_binary,S2+S3,0.3333333333330486,0.9999999999999376,0.1999999999999975,0.8715848214285714,,0.013333333333333334,34.44009374999999,132408965.97333333,2.517452884574151e-09,0.0,1200.0,16.0,
Stage2+Stage3_soundscapes,quiet_home_day,,bcresnet_tau1,S2+S3,0.6292134831456138,0.9655172413792771,0.46666666666665885,0.8229093567251462,,0.17416666666666666,1.434000000000001,56260302.02666666,1.1183969166169328e-08,0.0,1200.0,209.0,
Stage2+Stage3_soundscapes,quiet_home_day,,bcresnet_tau8,S2+S3,0.6799999999995063,0.8499999999999787,0.5666666666666572,0.7981140350877193,,0.2816666666666667,0.934000000000001,68738262.18666667,9.892598072277243e-09,0.0,1200.0,338.0,
Stage2+Stage3_soundscapes,quiet_home_day,,bcresnet_tau3,S2+S3,0.6336633663361387,0.7804878048780297,0.5333333333333244,0.7455409356725147,,0.3575,1.434000000000001,77540544.16,8.172026301861058e-09,0.0,1200.0,429.0,
Stage2+Stage3_soundscapes,quiet_home_day,,mn04_binary,S2+S3,0.6666666666662074,0.9999999999999667,0.4999999999999917,0.7439766081871345,,0.025,0.43400000000000105,133763163.2,4.983933175005893e-09,0.0,1200.0,30.0,
Stage2+Stage3_soundscapes,sleep_night,,bcresnet_tau1,S2+S3,0.6060606060600918,0.7692307692307101,0.499999999999975,0.6338559322033899,,0.19833333333333333,0.8643437499999891,59065424.85333333,1.0260835464487294e-08,0.0,1200.0,238.0,
Stage2+Stage3_soundscapes,sleep_night,,bcresnet_tau8,S2+S3,0.5405405405400145,0.5882352941176126,0.499999999999975,0.8145338983050847,,0.1975,0.8643437499999891,58968696.48,9.166567565612475e-09,0.0,1200.0,237.0,
Stage2+Stage3_soundscapes,sleep_night,,bcresnet_tau3,S2+S3,0.5142857142851951,0.59999999999996,0.44999999999997753,0.43940677966101693,,0.425,0.8643437499999891,85375542.4,6.0238061138829735e-09,0.0,1200.0,510.0,
Stage2+Stage3_soundscapes,sleep_night,,mn04_binary,S2+S3,0.0,0.0,0.0,0.07114406779661017,,0.0033333333333333335,,131248225.49333334,0.0,0.0,1200.0,4.0,
Stage3_single_clips,,,,S3_single_clip,0.9859154929572433,0.9874608150470188,0.9843749999999969,0.9998214285714285,,,,11607404.8,8.493849486124954e-08,0.0,0.0,2000.0,0.985
Stage3_soundscapes,busy_indoor,,,S3,0.36496350364913743,0.32467532467532045,0.4166666666666597,0.8898976608187135,,1.0,1.4383437500000014,116074048.0,3.1442299974679737e-09,0.0,0.0,1200.0,
Stage3_soundscapes,commute_like,,,S3,0.0533333333329408,0.0363636363636357,0.09999999999999501,0.8776694915254237,,1.0,9.148062500000009,116074048.0,4.594768102938979e-10,0.0,0.0,1200.0,
Stage3_soundscapes,kitchen_like,,,S3,0.3235294117642811,0.22916666666666188,0.5499999999999725,0.6263135593220339,,1.0,1.0097499999999968,116074048.0,2.787267415402633e-09,0.0,0.0,1200.0,
Stage3_soundscapes,outdoor_park,,,S3,0.703030303029795,0.6823529411764626,0.724999999999991,0.8987276785714285,,1.0,0.4400937499999884,116074048.0,6.056739772096127e-09,0.0,0.0,1200.0,
Stage3_soundscapes,quiet_home_day,,,S3,0.5147058823524405,0.4605263157894677,0.5833333333333236,0.8064473684210526,,1.0,0.43400000000000105,116074048.0,4.434289069960243e-09,0.0,0.0,1200.0,
Stage3_soundscapes,sleep_night,,,S3,0.499999999999475,0.499999999999975,0.499999999999975,0.5632203389830508,,1.0,0.8643437499999891,116074048.0,4.307595096532473e-09,0.0,0.0,1200.0,
